conj_verb	inf_verb	code	region	mood	gender	tense	person	sing_or_plural	haver_verb	anar_verb	pos_neg_cmd
viurem	viure	VMIF1P00	central	I	0	F	1	P			0
viureu	viure	VMIF2P00	central	I	0	F	2	P			0
viuria	viure	VMIC1S00	central	I	0	C	1	S			0
viuria	viure	VMIC3S00	central	I	0	C	3	S			0
viurien	viure	VMIC3P00	central	I	0	C	3	P			0
viuries	viure	VMIC2S00	central	I	0	C	2	S			0
viurà	viure	VMIF3S00	central	I	0	F	3	S			0
viuràs	viure	VMIF2S00	central	I	0	F	2	S			0
viuré	viure	VMIF1S00	central	I	0	F	1	S			0
viuríem	viure	VMIC1P00	central	I	0	C	1	P			0
viuríeu	viure	VMIC2P00	central	I	0	C	2	P			0
vius	viure	VMIP2S00	central	I	0	P	2	S			0
vivia	viure	VMII1S00	central	I	0	I	1	S			0
vivia	viure	VMII3S00	central	I	0	I	3	S			0
vivien	viure	VMII3P00	central	I	0	I	3	P			0
vivies	viure	VMII2S00	central	I	0	I	2	S			0
vivim	viure	VMIP1P00	central	I	0	P	1	P			0
vivint	viure	VMG00000	central	G	0	0	0	0			0
viviu	viure	VMIP2P00	central	I	0	P	2	P			0
viviu	viure	VMM02P00	central	M	0	0	2	P			pos
vivíem	viure	VMII1P00	central	I	0	I	1	P			0
vivíeu	viure	VMII2P00	central	I	0	I	2	P			0
vol	voler	VMIP3S00	central	I	0	P	3	S			0
voldran	voler	VMIF3P00	central	I	0	F	3	P			0
voldrem	voler	VMIF1P00	central	I	0	F	1	P			0
voldreu	voler	VMIF2P00	central	I	0	F	2	P			0
voldria	voler	VMIC1S00	central	I	0	C	1	S			0
voldria	voler	VMIC3S00	central	I	0	C	3	S			0
voldrien	voler	VMIC3P00	central	I	0	C	3	P			0
voldries	voler	VMIC2S00	central	I	0	C	2	S			0
voldrà	voler	VMIF3S00	central	I	0	F	3	S			0
voldràs	voler	VMIF2S00	central	I	0	F	2	S			0
voldré	voler	VMIF1S00	central	I	0	F	1	S			0
voldríem	voler	VMIC1P00	central	I	0	C	1	P			0
voldríeu	voler	VMIC2P00	central	I	0	C	2	P			0
volem	voler	VMIP1P00	central	I	0	P	1	P			0
volen	voler	VMIP3P00	central	I	0	P	3	P			0
volent	voler	VMG00000	central	G	0	0	0	0			0
voler	voler	VMN00000	central	N	0	0	0	0			0
voleu	voler	VMIP2P00	central	I	0	P	2	P			0
volguera	voler	VMSI1S03	central	S	0	I	1	S			0
volguera	voler	VMSI3S03	central	S	0	I	3	S			0
volgueren	voler	VMSI3P03	central	S	0	I	3	P			0
volgueres	voler	VMSI2S03	central	S	0	I	2	S			0
volguessen	voler	VMSI3P05	central	S	0	I	3	P			0
volguesses	voler	VMSI2S05	central	S	0	I	2	S			0
volguessin	voler	VMSI3P02	central	S	0	I	3	P			0
volguessis	voler	VMSI2S02	central	S	0	I	2	S			0
volgut	voler	VMP00SM0	central	P	M	0	0	S			0
volguérem	voler	VMSI1P03	central	S	0	I	1	P			0
volguéreu	voler	VMSI2P03	central	S	0	I	2	P			0
volgués	voler	VMSI1S01	central	S	0	I	1	S			0
volgués	voler	VMSI3S01	central	S	0	I	3	S			0
volguéssem	voler	VMSI1P05	central	S	0	I	1	P			0
volguésseu	voler	VMSI2P05	central	S	0	I	2	P			0
volguéssim	voler	VMSI1P02	central	S	0	I	1	P			0
volguéssiu	voler	VMSI2P02	central	S	0	I	2	P			0
volia	voler	VMII1S00	central	I	0	I	1	S			0
volia	voler	VMII3S00	central	I	0	I	3	S			0
volien	voler	VMII3P00	central	I	0	I	3	P			0
volies	voler	VMII2S00	central	I	0	I	2	S			0
vols	voler	VMIP2S00	central	I	0	P	2	S			0
volíem	voler	VMII1P00	central	I	0	I	1	P			0
volíeu	voler	VMII2P00	central	I	0	I	2	P			0
vulguem	voler	VMM01P00	central	M	0	0	1	P			pos
vulguem	voler	VMSP1P00	central	S	0	P	1	P			0
vulgues	voler	VMM02S00	central	M	0	0	2	S			pos
vulgueu	voler	VMM02P00	central	M	0	0	2	P			pos
vulgueu	voler	VMSP2P00	central	S	0	P	2	P			0
vulgui	voler	VMM03S0Y	central	M	0	0	3	S			pos
vulgui	voler	VMSP1S0Y	central	S	0	P	1	S			0
vulgui	voler	VMSP3S0Y	central	S	0	P	3	S			0
vulguin	voler	VMM03P0Y	central	M	0	0	3	P			pos
vulguin	voler	VMSP3P0Y	central	S	0	P	3	P			0
vulguis	voler	VMSP2S0Y	central	S	0	P	2	S			0
vull	voler	VMIP1S00	central	I	0	P	1	S			0
vàgim	anar	VASP1P0Y	central	S	0	P	1	P			0
vàgiu	anar	VASP2P0Y	central	S	0	P	2	P			0
vàrem	anar	VAIP1P00	central	I	0	P	1	P			0
vàreu	anar	VAIP2P00	central	I	0	P	2	P			0
vèiem	veure	VMII1P00	central	I	0	I	1	P			0
vèieu	veure	VMII2P00	central	I	0	I	2	P			0
véiem	veure	VMII1P00	central	I	0	I	1	P			0
véieu	veure	VMII2P00	central	I	0	I	2	P			0
vénen	venir	VMIP3P00	central	I	0	P	3	P			0
véns	venir	VMIP2S00	central	I	0	P	2	S			0
vérem	veure	VMSI1P03	central	S	0	I	1	P			0
véreu	veure	VMSI2P03	central	S	0	I	2	P			0
vés	anar	VMM02S00	central	M	0	0	2	S			pos
véssim	veure	VMSI1P04	central	S	0	I	1	P			0
véssiu	veure	VMSI2P04	central	S	0	I	2	P			0
érem	ser	VSII1P00	central	I	0	I	1	P			0
éreu	ser	VSII2P00	central	I	0	I	2	P			0
és	ser	VSIP3S00	central	I	0	P	3	S			0
ésser	ser	VSN00000	central	N	0	0	0	0			0
he actuat	actuar			I		perfet	1	S	he		0
has actuat	actuar			I		perfet	2	S	has		0
ha actuat	actuar			I		perfet	3	S	ha		0
hem actuat	actuar			I		perfet	1	P	hem		0
heu actuat	actuar			I		perfet	2	P	heu		0
han actuat	actuar			I		perfet	3	P	han		0
vaig actuar	actuar			I		passat_perifrastic	1	S		vaig	0
vas actuar	actuar			I		passat_perifrastic	2	S		vas	0
va actuar	actuar			I		passat_perifrastic	3	S		va	0
vam actuar	actuar			I		passat_perifrastic	1	P		vam	0
vau actuar	actuar			I		passat_perifrastic	2	P		vau	0
van actuar	actuar			I		passat_perifrastic	3	P		van	0
he adequat	adequar			I		perfet	1	S	he		0
has adequat	adequar			I		perfet	2	S	has		0
ha adequat	adequar			I		perfet	3	S	ha		0
hem adequat	adequar			I		perfet	1	P	hem		0
heu adequat	adequar			I		perfet	2	P	heu		0
han adequat	adequar			I		perfet	3	P	han		0
vaig adequar	adequar			I		passat_perifrastic	1	S		vaig	0
vas adequar	adequar			I		passat_perifrastic	2	S		vas	0
va adequar	adequar			I		passat_perifrastic	3	S		va	0
vam adequar	adequar			I		passat_perifrastic	1	P		vam	0
vau adequar	adequar			I		passat_perifrastic	2	P		vau	0
van adequar	adequar			I		passat_perifrastic	3	P		van	0
he adquirit	adquirir			I		perfet	1	S	he		0
has adquirit	adquirir			I		perfet	2	S	has		0
ha adquirit	adquirir			I		perfet	3	S	ha		0
hem adquirit	adquirir			I		perfet	1	P	hem		0
heu adquirit	adquirir			I		perfet	2	P	heu		0
han adquirit	adquirir			I		perfet	3	P	han		0
vaig adquirir	adquirir			I		passat_perifrastic	1	S		vaig	0
vas adquirir	adquirir			I		passat_perifrastic	2	S		vas	0
va adquirir	adquirir			I		passat_perifrastic	3	S		va	0
vam adquirir	adquirir			I		passat_perifrastic	1	P		vam	0
vau adquirir	adquirir			I		passat_perifrastic	2	P		vau	0
van adquirir	adquirir			I		passat_perifrastic	3	P		van	0
he agafat	agafar			I		perfet	1	S	he		0
has agafat	agafar			I		perfet	2	S	has		0
ha agafat	agafar			I		perfet	3	S	ha		0
hem agafat	agafar			I		perfet	1	P	hem		0
heu agafat	agafar			I		perfet	2	P	heu		0
han agafat	agafar			I		perfet	3	P	han		0
vaig agafar	agafar			I		passat_perifrastic	1	S		vaig	0
vas agafar	agafar			I		passat_perifrastic	2	S		vas	0
va agafar	agafar			I		passat_perifrastic	3	S		va	0
vam agafar	agafar			I		passat_perifrastic	1	P		vam	0
vau agafar	agafar			I		passat_perifrastic	2	P		vau	0
van agafar	agafar			I		passat_perifrastic	3	P		van	0
he alçat	alçar			I		perfet	1	S	he		0
has alçat	alçar			I		perfet	2	S	has		0
ha alçat	alçar			I		perfet	3	S	ha		0
hem alçat	alçar			I		perfet	1	P	hem		0
heu alçat	alçar			I		perfet	2	P	heu		0
han alçat	alçar			I		perfet	3	P	han		0
vaig alçar	alçar			I		passat_perifrastic	1	S		vaig	0
vas alçar	alçar			I		passat_perifrastic	2	S		vas	0
va alçar	alçar			I		passat_perifrastic	3	S		va	0
vam alçar	alçar			I		passat_perifrastic	1	P		vam	0
vau alçar	alçar			I		passat_perifrastic	2	P		vau	0
van alçar	alçar			I		passat_perifrastic	3	P		van	0
he anat	anar			I		perfet	1	S	he		0
has anat	anar			I		perfet	2	S	has		0
ha anat	anar			I		perfet	3	S	ha		0
hem anat	anar			I		perfet	1	P	hem		0
heu anat	anar			I		perfet	2	P	heu		0
han anat	anar			I		perfet	3	P	han		0
vaig anar	anar			I		passat_perifrastic	1	S		vaig	0
vas anar	anar			I		passat_perifrastic	2	S		vas	0
va anar	anar			I		passat_perifrastic	3	S		va	0
vam anar	anar			I		passat_perifrastic	1	P		vam	0
vau anar	anar			I		passat_perifrastic	2	P		vau	0
van anar	anar			I		passat_perifrastic	3	P		van	0
he aïllat	aïllar			I		perfet	1	S	he		0
has aïllat	aïllar			I		perfet	2	S	has		0
ha aïllat	aïllar			I		perfet	3	S	ha		0
hem aïllat	aïllar			I		perfet	1	P	hem		0
heu aïllat	aïllar			I		perfet	2	P	heu		0
han aïllat	aïllar			I		perfet	3	P	han		0
vaig aïllar	aïllar			I		passat_perifrastic	1	S		vaig	0
vas aïllar	aïllar			I		passat_perifrastic	2	S		vas	0
va aïllar	aïllar			I		passat_perifrastic	3	S		va	0
vam aïllar	aïllar			I		passat_perifrastic	1	P		vam	0
vau aïllar	aïllar			I		passat_perifrastic	2	P		vau	0
van aïllar	aïllar			I		passat_perifrastic	3	P		van	0
he beneït	beneir			I		perfet	1	S	he		0
has beneït	beneir			I		perfet	2	S	has		0
ha beneït	beneir			I		perfet	3	S	ha		0
hem beneït	beneir			I		perfet	1	P	hem		0
heu beneït	beneir			I		perfet	2	P	heu		0
han beneït	beneir			I		perfet	3	P	han		0
vaig beneir	beneir			I		passat_perifrastic	1	S		vaig	0
vas beneir	beneir			I		passat_perifrastic	2	S		vas	0
va beneir	beneir			I		passat_perifrastic	3	S		va	0
vam beneir	beneir			I		passat_perifrastic	1	P		vam	0
vau beneir	beneir			I		passat_perifrastic	2	P		vau	0
van beneir	beneir			I		passat_perifrastic	3	P		van	0
he buscat	buscar			I		perfet	1	S	he		0
has buscat	buscar			I		perfet	2	S	has		0
ha buscat	buscar			I		perfet	3	S	ha		0
hem buscat	buscar			I		perfet	1	P	hem		0
heu buscat	buscar			I		perfet	2	P	heu		0
han buscat	buscar			I		perfet	3	P	han		0
vaig buscar	buscar			I		passat_perifrastic	1	S		vaig	0
vas buscar	buscar			I		passat_perifrastic	2	S		vas	0
va buscar	buscar			I		passat_perifrastic	3	S		va	0
vam buscar	buscar			I		passat_perifrastic	1	P		vam	0
vau buscar	buscar			I		passat_perifrastic	2	P		vau	0
van buscar	buscar			I		passat_perifrastic	3	P		van	0
he cabut	cabre			I		perfet	1	S	he		0
has cabut	cabre			I		perfet	2	S	has		0
ha cabut	cabre			I		perfet	3	S	ha		0
hem cabut	cabre			I		perfet	1	P	hem		0
heu cabut	cabre			I		perfet	2	P	heu		0
han cabut	cabre			I		perfet	3	P	han		0
vaig cabre	cabre			I		passat_perifrastic	1	S		vaig	0
vas cabre	cabre			I		passat_perifrastic	2	S		vas	0
va cabre	cabre			I		passat_perifrastic	3	S		va	0
vam cabre	cabre			I		passat_perifrastic	1	P		vam	0
vau cabre	cabre			I		passat_perifrastic	2	P		vau	0
van cabre	cabre			I		passat_perifrastic	3	P		van	0
he caigut	caure			I		perfet	1	S	he		0
has caigut	caure			I		perfet	2	S	has		0
ha caigut	caure			I		perfet	3	S	ha		0
hem caigut	caure			I		perfet	1	P	hem		0
heu caigut	caure			I		perfet	2	P	heu		0
han caigut	caure			I		perfet	3	P	han		0
vaig caure	caure			I		passat_perifrastic	1	S		vaig	0
vas caure	caure			I		passat_perifrastic	2	S		vas	0
va caure	caure			I		passat_perifrastic	3	S		va	0
vam caure	caure			I		passat_perifrastic	1	P		vam	0
vau caure	caure			I		passat_perifrastic	2	P		vau	0
van caure	caure			I		passat_perifrastic	3	P		van	0
he caminat	caminar			I		perfet	1	S	he		0
has caminat	caminar			I		perfet	2	S	has		0
ha caminat	caminar			I		perfet	3	S	ha		0
hem caminat	caminar			I		perfet	1	P	hem		0
heu caminat	caminar			I		perfet	2	P	heu		0
han caminat	caminar			I		perfet	3	P	han		0
vaig caminar	caminar			I		passat_perifrastic	1	S		vaig	0
vas caminar	caminar			I		passat_perifrastic	2	S		vas	0
va caminar	caminar			I		passat_perifrastic	3	S		va	0
vam caminar	caminar			I		passat_perifrastic	1	P		vam	0
vau caminar	caminar			I		passat_perifrastic	2	P		vau	0
van caminar	caminar			I		passat_perifrastic	3	P		van	0
he complagut	complaure			I		perfet	1	S	he		0
has complagut	complaure			I		perfet	2	S	has		0
ha complagut	complaure			I		perfet	3	S	ha		0
hem complagut	complaure			I		perfet	1	P	hem		0
heu complagut	complaure			I		perfet	2	P	heu		0
han complagut	complaure			I		perfet	3	P	han		0
vaig complaure	complaure			I		passat_perifrastic	1	S		vaig	0
vas complaure	complaure			I		passat_perifrastic	2	S		vas	0
va complaure	complaure			I		passat_perifrastic	3	S		va	0
vam complaure	complaure			I		passat_perifrastic	1	P		vam	0
vau complaure	complaure			I		passat_perifrastic	2	P		vau	0
van complaure	complaure			I		passat_perifrastic	3	P		van	0
he cregut	creure			I		perfet	1	S	he		0
has cregut	creure			I		perfet	2	S	has		0
ha cregut	creure			I		perfet	3	S	ha		0
hem cregut	creure			I		perfet	1	P	hem		0
heu cregut	creure			I		perfet	2	P	heu		0
han cregut	creure			I		perfet	3	P	han		0
vaig creure	creure			I		passat_perifrastic	1	S		vaig	0
vas creure	creure			I		passat_perifrastic	2	S		vas	0
va creure	creure			I		passat_perifrastic	3	S		va	0
vam creure	creure			I		passat_perifrastic	1	P		vam	0
vau creure	creure			I		passat_perifrastic	2	P		vau	0
van creure	creure			I		passat_perifrastic	3	P		van	0
he degut	deure			I		perfet	1	S	he		0
has degut	deure			I		perfet	2	S	has		0
ha degut	deure			I		perfet	3	S	ha		0
hem degut	deure			I		perfet	1	P	hem		0
heu degut	deure			I		perfet	2	P	heu		0
han degut	deure			I		perfet	3	P	han		0
vaig deure	deure			I		passat_perifrastic	1	S		vaig	0
vas deure	deure			I		passat_perifrastic	2	S		vas	0
va deure	deure			I		passat_perifrastic	3	S		va	0
vam deure	deure			I		passat_perifrastic	1	P		vam	0
vau deure	deure			I		passat_perifrastic	2	P		vau	0
van deure	deure			I		passat_perifrastic	3	P		van	0
he dit	dir			I		perfet	1	S	he		0
has dit	dir			I		perfet	2	S	has		0
ha dit	dir			I		perfet	3	S	ha		0
hem dit	dir			I		perfet	1	P	hem		0
heu dit	dir			I		perfet	2	P	heu		0
han dit	dir			I		perfet	3	P	han		0
vaig dir	dir			I		passat_perifrastic	1	S		vaig	0
vas dir	dir			I		passat_perifrastic	2	S		vas	0
va dir	dir			I		passat_perifrastic	3	S		va	0
vam dir	dir			I		passat_perifrastic	1	P		vam	0
vau dir	dir			I		passat_perifrastic	2	P		vau	0
van dir	dir			I		passat_perifrastic	3	P		van	0
he delinquit	delinquir			I		perfet	1	S	he		0
has delinquit	delinquir			I		perfet	2	S	has		0
ha delinquit	delinquir			I		perfet	3	S	ha		0
hem delinquit	delinquir			I		perfet	1	P	hem		0
heu delinquit	delinquir			I		perfet	2	P	heu		0
han delinquit	delinquir			I		perfet	3	P	han		0
vaig delinquir	delinquir			I		passat_perifrastic	1	S		vaig	0
vas delinquir	delinquir			I		passat_perifrastic	2	S		vas	0
va delinquir	delinquir			I		passat_perifrastic	3	S		va	0
vam delinquir	delinquir			I		passat_perifrastic	1	P		vam	0
vau delinquir	delinquir			I		passat_perifrastic	2	P		vau	0
van delinquir	delinquir			I		passat_perifrastic	3	P		van	0
he discernit	discernir			I		perfet	1	S	he		0
has discernit	discernir			I		perfet	2	S	has		0
ha discernit	discernir			I		perfet	3	S	ha		0
hem discernit	discernir			I		perfet	1	P	hem		0
heu discernit	discernir			I		perfet	2	P	heu		0
han discernit	discernir			I		perfet	3	P	han		0
vaig discernir	discernir			I		passat_perifrastic	1	S		vaig	0
vas discernir	discernir			I		passat_perifrastic	2	S		vas	0
va discernir	discernir			I		passat_perifrastic	3	S		va	0
vam discernir	discernir			I		passat_perifrastic	1	P		vam	0
vau discernir	discernir			I		passat_perifrastic	2	P		vau	0
van discernir	discernir			I		passat_perifrastic	3	P		van	0
he donat	donar			I		perfet	1	S	he		0
has donat	donar			I		perfet	2	S	has		0
ha donat	donar			I		perfet	3	S	ha		0
hem donat	donar			I		perfet	1	P	hem		0
heu donat	donar			I		perfet	2	P	heu		0
han donat	donar			I		perfet	3	P	han		0
vaig donar	donar			I		passat_perifrastic	1	S		vaig	0
vas donar	donar			I		passat_perifrastic	2	S		vas	0
va donar	donar			I		passat_perifrastic	3	S		va	0
vam donar	donar			I		passat_perifrastic	1	P		vam	0
vau donar	donar			I		passat_perifrastic	2	P		vau	0
van donar	donar			I		passat_perifrastic	3	P		van	0
he endeutat	endeutar			I		perfet	1	S	he		0
has endeutat	endeutar			I		perfet	2	S	has		0
ha endeutat	endeutar			I		perfet	3	S	ha		0
hem endeutat	endeutar			I		perfet	1	P	hem		0
heu endeutat	endeutar			I		perfet	2	P	heu		0
han endeutat	endeutar			I		perfet	3	P	han		0
vaig endeutar	endeutar			I		passat_perifrastic	1	S		vaig	0
vas endeutar	endeutar			I		passat_perifrastic	2	S		vas	0
va endeutar	endeutar			I		passat_perifrastic	3	S		va	0
vam endeutar	endeutar			I		passat_perifrastic	1	P		vam	0
vau endeutar	endeutar			I		passat_perifrastic	2	P		vau	0
van endeutar	endeutar			I		passat_perifrastic	3	P		van	0
he engolit	engolir			I		perfet	1	S	he		0
has engolit	engolir			I		perfet	2	S	has		0
ha engolit	engolir			I		perfet	3	S	ha		0
hem engolit	engolir			I		perfet	1	P	hem		0
heu engolit	engolir			I		perfet	2	P	heu		0
han engolit	engolir			I		perfet	3	P	han		0
vaig engolir	engolir			I		passat_perifrastic	1	S		vaig	0
vas engolir	engolir			I		passat_perifrastic	2	S		vas	0
va engolir	engolir			I		passat_perifrastic	3	S		va	0
vam engolir	engolir			I		passat_perifrastic	1	P		vam	0
vau engolir	engolir			I		passat_perifrastic	2	P		vau	0
van engolir	engolir			I		passat_perifrastic	3	P		van	0
he entès	entendre			I		perfet	1	S	he		0
has entès	entendre			I		perfet	2	S	has		0
ha entès	entendre			I		perfet	3	S	ha		0
hem entès	entendre			I		perfet	1	P	hem		0
heu entès	entendre			I		perfet	2	P	heu		0
han entès	entendre			I		perfet	3	P	han		0
vaig entendre	entendre			I		passat_perifrastic	1	S		vaig	0
vas entendre	entendre			I		passat_perifrastic	2	S		vas	0
va entendre	entendre			I		passat_perifrastic	3	S		va	0
vam entendre	entendre			I		passat_perifrastic	1	P		vam	0
vau entendre	entendre			I		passat_perifrastic	2	P		vau	0
van entendre	entendre			I		passat_perifrastic	3	P		van	0
he enviat	enviar			I		perfet	1	S	he		0
has enviat	enviar			I		perfet	2	S	has		0
ha enviat	enviar			I		perfet	3	S	ha		0
hem enviat	enviar			I		perfet	1	P	hem		0
heu enviat	enviar			I		perfet	2	P	heu		0
han enviat	enviar			I		perfet	3	P	han		0
vaig enviar	enviar			I		passat_perifrastic	1	S		vaig	0
vas enviar	enviar			I		passat_perifrastic	2	S		vas	0
va enviar	enviar			I		passat_perifrastic	3	S		va	0
vam enviar	enviar			I		passat_perifrastic	1	P		vam	0
vau enviar	enviar			I		passat_perifrastic	2	P		vau	0
van enviar	enviar			I		passat_perifrastic	3	P		van	0
he sigut	ser			I		perfet	1	S	he		0
has sigut	ser			I		perfet	2	S	has		0
ha sigut	ser			I		perfet	3	S	ha		0
hem sigut	ser			I		perfet	1	P	hem		0
heu sigut	ser			I		perfet	2	P	heu		0
han sigut	ser			I		perfet	3	P	han		0
vaig ser	ser			I		passat_perifrastic	1	S		vaig	0
vas ser	ser			I		passat_perifrastic	2	S		vas	0
va ser	ser			I		passat_perifrastic	3	S		va	0
vam ser	ser			I		passat_perifrastic	1	P		vam	0
vau ser	ser			I		passat_perifrastic	2	P		vau	0
van ser	ser			I		passat_perifrastic	3	P		van	0
he errat	errar			I		perfet	1	S	he		0
has errat	errar			I		perfet	2	S	has		0
ha errat	errar			I		perfet	3	S	ha		0
hem errat	errar			I		perfet	1	P	hem		0
heu errat	errar			I		perfet	2	P	heu		0
han errat	errar			I		perfet	3	P	han		0
vaig errar	errar			I		passat_perifrastic	1	S		vaig	0
vas errar	errar			I		passat_perifrastic	2	S		vas	0
va errar	errar			I		passat_perifrastic	3	S		va	0
vam errar	errar			I		passat_perifrastic	1	P		vam	0
vau errar	errar			I		passat_perifrastic	2	P		vau	0
van errar	errar			I		passat_perifrastic	3	P		van	0
he esbrinat	esbrinar			I		perfet	1	S	he		0
has esbrinat	esbrinar			I		perfet	2	S	has		0
ha esbrinat	esbrinar			I		perfet	3	S	ha		0
hem esbrinat	esbrinar			I		perfet	1	P	hem		0
heu esbrinat	esbrinar			I		perfet	2	P	heu		0
han esbrinat	esbrinar			I		perfet	3	P	han		0
vaig esbrinar	esbrinar			I		passat_perifrastic	1	S		vaig	0
vas esbrinar	esbrinar			I		passat_perifrastic	2	S		vas	0
va esbrinar	esbrinar			I		passat_perifrastic	3	S		va	0
vam esbrinar	esbrinar			I		passat_perifrastic	1	P		vam	0
vau esbrinar	esbrinar			I		passat_perifrastic	2	P		vau	0
van esbrinar	esbrinar			I		passat_perifrastic	3	P		van	0
he estat	estar			I		perfet	1	S	he		0
has estat	estar			I		perfet	2	S	has		0
ha estat	estar			I		perfet	3	S	ha		0
hem estat	estar			I		perfet	1	P	hem		0
heu estat	estar			I		perfet	2	P	heu		0
han estat	estar			I		perfet	3	P	han		0
vaig estar	estar			I		passat_perifrastic	1	S		vaig	0
vas estar	estar			I		passat_perifrastic	2	S		vas	0
va estar	estar			I		passat_perifrastic	3	S		va	0
vam estar	estar			I		passat_perifrastic	1	P		vam	0
vau estar	estar			I		passat_perifrastic	2	P		vau	0
van estar	estar			I		passat_perifrastic	3	P		van	0
he europeïtzat	europeïtzar			I		perfet	1	S	he		0
has europeïtzat	europeïtzar			I		perfet	2	S	has		0
ha europeïtzat	europeïtzar			I		perfet	3	S	ha		0
hem europeïtzat	europeïtzar			I		perfet	1	P	hem		0
heu europeïtzat	europeïtzar			I		perfet	2	P	heu		0
han europeïtzat	europeïtzar			I		perfet	3	P	han		0
vaig europeïtzar	europeïtzar			I		passat_perifrastic	1	S		vaig	0
vas europeïtzar	europeïtzar			I		passat_perifrastic	2	S		vas	0
va europeïtzar	europeïtzar			I		passat_perifrastic	3	S		va	0
vam europeïtzar	europeïtzar			I		passat_perifrastic	1	P		vam	0
vau europeïtzar	europeïtzar			I		passat_perifrastic	2	P		vau	0
van europeïtzar	europeïtzar			I		passat_perifrastic	3	P		van	0
he fet	fer			I		perfet	1	S	he		0
has fet	fer			I		perfet	2	S	has		0
ha fet	fer			I		perfet	3	S	ha		0
hem fet	fer			I		perfet	1	P	hem		0
heu fet	fer			I		perfet	2	P	heu		0
han fet	fer			I		perfet	3	P	han		0
vaig fer	fer			I		passat_perifrastic	1	S		vaig	0
vas fer	fer			I		passat_perifrastic	2	S		vas	0
va fer	fer			I		passat_perifrastic	3	S		va	0
vam fer	fer			I		passat_perifrastic	1	P		vam	0
vau fer	fer			I		passat_perifrastic	2	P		vau	0
van fer	fer			I		passat_perifrastic	3	P		van	0
he hagut	haver			I		perfet	1	S	he		0
has hagut	haver			I		perfet	2	S	has		0
ha hagut	haver			I		perfet	3	S	ha		0
hem hagut	haver			I		perfet	1	P	hem		0
heu hagut	haver			I		perfet	2	P	heu		0
han hagut	haver			I		perfet	3	P	han		0
vaig haver	haver			I		passat_perifrastic	1	S		vaig	0
vas haver	haver			I		passat_perifrastic	2	S		vas	0
va haver	haver			I		passat_perifrastic	3	S		va	0
vam haver	haver			I		passat_perifrastic	1	P		vam	0
vau haver	haver			I		passat_perifrastic	2	P		vau	0
van haver	haver			I		passat_perifrastic	3	P		van	0
he inclòs	incloure			I		perfet	1	S	he		0
has inclòs	incloure			I		perfet	2	S	has		0
ha inclòs	incloure			I		perfet	3	S	ha		0
hem inclòs	incloure			I		perfet	1	P	hem		0
heu inclòs	incloure			I		perfet	2	P	heu		0
han inclòs	incloure			I		perfet	3	P	han		0
vaig incloure	incloure			I		passat_perifrastic	1	S		vaig	0
vas incloure	incloure			I		passat_perifrastic	2	S		vas	0
va incloure	incloure			I		passat_perifrastic	3	S		va	0
vam incloure	incloure			I		passat_perifrastic	1	P		vam	0
vau incloure	incloure			I		passat_perifrastic	2	P		vau	0
van incloure	incloure			I		passat_perifrastic	3	P		van	0
he jagut	jeure			I		perfet	1	S	he		0
has jagut	jeure			I		perfet	2	S	has		0
ha jagut	jeure			I		perfet	3	S	ha		0
hem jagut	jeure			I		perfet	1	P	hem		0
heu jagut	jeure			I		perfet	2	P	heu		0
han jagut	jeure			I		perfet	3	P	han		0
vaig jeure	jeure			I		passat_perifrastic	1	S		vaig	0
vas jeure	jeure			I		passat_perifrastic	2	S		vas	0
va jeure	jeure			I		passat_perifrastic	3	S		va	0
vam jeure	jeure			I		passat_perifrastic	1	P		vam	0
vau jeure	jeure			I		passat_perifrastic	2	P		vau	0
van jeure	jeure			I		passat_perifrastic	3	P		van	0
he jugat	jugar			I		perfet	1	S	he		0
has jugat	jugar			I		perfet	2	S	has		0
ha jugat	jugar			I		perfet	3	S	ha		0
hem jugat	jugar			I		perfet	1	P	hem		0
heu jugat	jugar			I		perfet	2	P	heu		0
han jugat	jugar			I		perfet	3	P	han		0
vaig jugar	jugar			I		passat_perifrastic	1	S		vaig	0
vas jugar	jugar			I		passat_perifrastic	2	S		vas	0
va jugar	jugar			I		passat_perifrastic	3	S		va	0
vam jugar	jugar			I		passat_perifrastic	1	P		vam	0
vau jugar	jugar			I		passat_perifrastic	2	P		vau	0
van jugar	jugar			I		passat_perifrastic	3	P		van	0
he lluït	lluir			I		perfet	1	S	he		0
has lluït	lluir			I		perfet	2	S	has		0
ha lluït	lluir			I		perfet	3	S	ha		0
hem lluït	lluir			I		perfet	1	P	hem		0
heu lluït	lluir			I		perfet	2	P	heu		0
han lluït	lluir			I		perfet	3	P	han		0
vaig lluir	lluir			I		passat_perifrastic	1	S		vaig	0
vas lluir	lluir			I		passat_perifrastic	2	S		vas	0
va lluir	lluir			I		passat_perifrastic	3	S		va	0
vam lluir	lluir			I		passat_perifrastic	1	P		vam	0
vau lluir	lluir			I		passat_perifrastic	2	P		vau	0
van lluir	lluir			I		passat_perifrastic	3	P		van	0
he mort	morir			I		perfet	1	S	he		0
has mort	morir			I		perfet	2	S	has		0
ha mort	morir			I		perfet	3	S	ha		0
hem mort	morir			I		perfet	1	P	hem		0
heu mort	morir			I		perfet	2	P	heu		0
han mort	morir			I		perfet	3	P	han		0
vaig morir	morir			I		passat_perifrastic	1	S		vaig	0
vas morir	morir			I		passat_perifrastic	2	S		vas	0
va morir	morir			I		passat_perifrastic	3	S		va	0
