conj_verb	inf_verb	code	region	mood	gender	tense	person	sing_or_plural	haver_verb	anar_verb	pos_neg_cmd
beneïm	beneir	VMIP1P00	central	I	0	P	1	P			0
beneïm	beneir	VMM01P00	central	M	0	0	1	P			pos
beneïm	beneir	VMSP1P00	central	S	0	P	1	P			0
beneïra	beneir	VMSI1S03	central	S	0	I	1	S			0
beneïra	beneir	VMSI3S03	central	S	0	I	3	S			0
beneïren	beneir	VMSI3P03	central	S	0	I	3	P			0
beneïres	beneir	VMSI2S03	central	S	0	I	2	S			0
beneïssen	beneir	VMSI3P05	central	S	0	I	3	P			0
beneïsses	beneir	VMSI2S05	central	S	0	I	2	S			0
beneïssin	beneir	VMSI3P02	central	S	0	I	3	P			0
beneïssis	beneir	VMSI2S02	central	S	0	I	2	S			0
beneït	beneir	VMP00SM0	central	P	M	0	0	S			0
beneïu	beneir	VMIP2P00	central	I	0	P	2	P			0
beneïu	beneir	VMM02P00	central	M	0	0	2	P			pos
beneïu	beneir	VMSP2P00	central	S	0	P	2	P			0
busca	buscar	VMIP3S00	central	I	0	P	3	S			0
busca	buscar	VMM02S00	central	M	0	0	2	S			pos
buscant	buscar	VMG00000	central	G	0	0	0	0			0
buscar	buscar	VMN00000	central	N	0	0	0	0			0
buscara	buscar	VMSI1S03	central	S	0	I	1	S			0
buscara	buscar	VMSI3S03	central	S	0	I	3	S			0
buscaran	buscar	VMIF3P00	central	I	0	F	3	P			0
buscarem	buscar	VMIF1P00	central	I	0	F	1	P			0
buscaren	buscar	VMSI3P03	central	S	0	I	3	P			0
buscares	buscar	VMSI2S03	central	S	0	I	2	S			0
buscareu	buscar	VMIF2P00	central	I	0	F	2	P			0
buscaria	buscar	VMIC1S00	central	I	0	C	1	S			0
buscaria	buscar	VMIC3S00	central	I	0	C	3	S			0
buscarien	buscar	VMIC3P00	central	I	0	C	3	P			0
buscaries	buscar	VMIC2S00	central	I	0	C	2	S			0
buscarà	buscar	VMIF3S00	central	I	0	F	3	S			0
buscaràs	buscar	VMIF2S00	central	I	0	F	2	S			0
buscaré	buscar	VMIF1S00	central	I	0	F	1	S			0
buscaríem	buscar	VMIC1P00	central	I	0	C	1	P			0
buscaríeu	buscar	VMIC2P00	central	I	0	C	2	P			0
buscassin	buscar	VMSI3P04	central	S	0	I	3	P			0
buscassis	buscar	VMSI2S04	central	S	0	I	2	S			0
buscat	buscar	VMP00SM0	central	P	M	0	0	S			0
buscava	buscar	VMII1S00	central	I	0	I	1	S			0
buscava	buscar	VMII3S00	central	I	0	I	3	S			0
buscaven	buscar	VMII3P00	central	I	0	I	3	P			0
buscaves	buscar	VMII2S00	central	I	0	I	2	S			0
busco	buscar	VMIP1S0C	central	I	0	P	1	S			0
buscàrem	buscar	VMSI1P03	central	S	0	I	1	P			0
buscàreu	buscar	VMSI2P03	central	S	0	I	2	P			0
buscàs	buscar	VMSI1S07	central	S	0	I	1	S			0
buscàs	buscar	VMSI3S07	central	S	0	I	3	S			0
buscàssim	buscar	VMSI1P04	central	S	0	I	1	P			0
buscàssiu	buscar	VMSI2P04	central	S	0	I	2	P			0
buscàvem	buscar	VMII1P00	central	I	0	I	1	P			0
buscàveu	buscar	VMII2P00	central	I	0	I	2	P			0
busquem	buscar	VMIP1P00	central	I	0	P	1	P			0
busquem	buscar	VMM01P00	central	M	0	0	1	P			pos
busquem	buscar	VMSP1P00	central	S	0	P	1	P			0
busquen	buscar	VMIP3P00	central	I	0	P	3	P			0
busques	buscar	VMIP2S00	central	I	0	P	2	S			0
busquessen	buscar	VMSI3P05	central	S	0	I	3	P			0
busquesses	buscar	VMSI2S05	central	S	0	I	2	S			0
busquessin	buscar	VMSI3P02	central	S	0	I	3	P			0
busquessis	buscar	VMSI2S02	central	S	0	I	2	S			0
busqueu	buscar	VMIP2P00	central	I	0	P	2	P			0
busqueu	buscar	VMM02P0X	central	M	0	0	2	P			pos
busqueu	buscar	VMSP2P00	central	S	0	P	2	P			0
busqui	buscar	VMM03S0Y	central	M	0	0	3	S			pos
busqui	buscar	VMSP1S0Y	central	S	0	P	1	S			0
busqui	buscar	VMSP3S0Y	central	S	0	P	3	S			0
busquin	buscar	VMM03P0Y	central	M	0	0	3	P			pos
busquin	buscar	VMSP3P0Y	central	S	0	P	3	P			0
busquis	buscar	VMSP2S0Y	central	S	0	P	2	S			0
busqués	buscar	VMSI1S01	central	S	0	I	1	S			0
busqués	buscar	VMSI3S01	central	S	0	I	3	S			0
busquéssem	buscar	VMSI1P05	central	S	0	I	1	P			0
busquésseu	buscar	VMSI2P05	central	S	0	I	2	P			0
busquéssim	buscar	VMSI1P02	central	S	0	I	1	P			0
busquéssiu	buscar	VMSI2P02	central	S	0	I	2	P			0
cabem	cabre	VMIP1P00	central	I	0	P	1	P			0
caben	cabre	VMIP3P00	central	I	0	P	3	P			0
cabent	cabre	VMG00000	central	G	0	0	0	0			0
caber	cabre	VMN00000	central	N	0	0	0	0			0
cabera	cabre	VMSI1S03	central	S	0	I	1	S			0
cabera	cabre	VMSI3S03	central	S	0	I	3	S			0
caberen	cabre	VMSI3P03	central	S	0	I	3	P			0
caberes	cabre	VMSI2S03	central	S	0	I	2	S			0
cabessen	cabre	VMSI3P05	central	S	0	I	3	P			0
cabesses	cabre	VMSI2S05	central	S	0	I	2	S			0
cabessin	cabre	VMSI3P02	central	S	0	I	3	P			0
cabessis	cabre	VMSI2S02	central	S	0	I	2	S			0
cabeu	cabre	VMIP2P00	central	I	0	P	2	P			0
cabeu	cabre	VMM02P00	central	M	0	0	2	P			pos
cabia	cabre	VMII1S00	central	I	0	I	1	S			0
cabia	cabre	VMII3S00	central	I	0	I	3	S			0
cabien	cabre	VMII3P00	central	I	0	I	3	P			0
cabies	cabre	VMII2S00	central	I	0	I	2	S			0
cabo	cabre	VMIP1S0C	central	I	0	P	1	S			0
cabran	cabre	VMIF3P00	central	I	0	F	3	P			0
cabre	cabre	VMN00000	central	N	0	0	0	0			0
cabrem	cabre	VMIF1P00	central	I	0	F	1	P			0
cabreu	cabre	VMIF2P00	central	I	0	F	2	P			0
cabria	cabre	VMIC1S00	central	I	0	C	1	S			0
cabria	cabre	VMIC3S00	central	I	0	C	3	S			0
cabrien	cabre	VMIC3P00	central	I	0	C	3	P			0
cabries	cabre	VMIC2S00	central	I	0	C	2	S			0
cabrà	cabre	VMIF3S00	central	I	0	F	3	S			0
cabràs	cabre	VMIF2S00	central	I	0	F	2	S			0
cabré	cabre	VMIF1S00	central	I	0	F	1	S			0
cabríem	cabre	VMIC1P00	central	I	0	C	1	P			0
cabríeu	cabre	VMIC2P00	central	I	0	C	2	P			0
cabut	cabre	VMP00SM0	central	P	M	0	0	S			0
cabérem	cabre	VMSI1P03	central	S	0	I	1	P			0
cabéreu	cabre	VMSI2P03	central	S	0	I	2	P			0
cabés	cabre	VMSI1S01	central	S	0	I	1	S			0
cabés	cabre	VMSI3S01	central	S	0	I	3	S			0
cabéssem	cabre	VMSI1P05	central	S	0	I	1	P			0
cabésseu	cabre	VMSI2P05	central	S	0	I	2	P			0
cabéssim	cabre	VMSI1P02	central	S	0	I	1	P			0
cabéssiu	cabre	VMSI2P02	central	S	0	I	2	P			0
cabíem	cabre	VMII1P00	central	I	0	I	1	P			0
cabíeu	cabre	VMII2P00	central	I	0	I	2	P			0
caic	caure	VMIP1S00	central	I	0	P	1	S			0
caiem	caure	VMIP1P00	central	I	0	P	1	P			0
caient	caure	VMG00000	central	G	0	0	0	0			0
caieu	caure	VMIP2P00	central	I	0	P	2	P			0
caieu	caure	VMM02P00	central	M	0	0	2	P			pos
caiguem	caure	VMM01P00	central	M	0	0	1	P			pos
caiguem	caure	VMSP1P00	central	S	0	P	1	P			0
caiguera	caure	VMSI1S03	central	S	0	I	1	S			0
caiguera	caure	VMSI3S03	central	S	0	I	3	S			0
caigueren	caure	VMSI3P03	central	S	0	I	3	P			0
caigueres	caure	VMSI2S03	central	S	0	I	2	S			0
caiguessen	caure	VMSI3P05	central	S	0	I	3	P			0
caiguesses	caure	VMSI2S05	central	S	0	I	2	S			0
caiguessin	caure	VMSI3P02	central	S	0	I	3	P			0
caiguessis	caure	VMSI2S02	central	S	0	I	2	S			0
caigueu	caure	VMSP2P00	central	S	0	P	2	P			0
caigui	caure	VMM03S0Y	central	M	0	0	3	S			pos
caigui	caure	VMSP1S0Y	central	S	0	P	1	S			0
caigui	caure	VMSP3S0Y	central	S	0	P	3	S			0
caiguin	caure	VMM03P0Y	central	M	0	0	3	P			pos
caiguin	caure	VMSP3P0Y	central	S	0	P	3	P			0
caiguis	caure	VMSP2S0Y	central	S	0	P	2	S			0
caigut	caure	VMP00SM0	central	P	M	0	0	S			0
caiguérem	caure	VMSI1P03	central	S	0	I	1	P			0
caiguéreu	caure	VMSI2P03	central	S	0	I	2	P			0
caigués	caure	VMSI1S01	central	S	0	I	1	S			0
caigués	caure	VMSI3S01	central	S	0	I	3	S			0
caiguéssem	caure	VMSI1P05	central	S	0	I	1	P			0
caiguésseu	caure	VMSI2P05	central	S	0	I	2	P			0
caiguéssim	caure	VMSI1P02	central	S	0	I	1	P			0
caiguéssiu	caure	VMSI2P02	central	S	0	I	2	P			0
camina	caminar	VMIP3S00	central	I	0	P	3	S			0
camina	caminar	VMM02S00	central	M	0	0	2	S			pos
caminant	caminar	VMG00000	central	G	0	0	0	0			0
caminar	caminar	VMN00000	central	N	0	0	0	0			0
caminara	caminar	VMSI1S03	central	S	0	I	1	S			0
caminara	caminar	VMSI3S03	central	S	0	I	3	S			0
caminaran	caminar	VMIF3P00	central	I	0	F	3	P			0
caminarem	caminar	VMIF1P00	central	I	0	F	1	P			0
caminaren	caminar	VMSI3P03	central	S	0	I	3	P			0
caminares	caminar	VMSI2S03	central	S	0	I	2	S			0
caminareu	caminar	VMIF2P00	central	I	0	F	2	P			0
caminaria	caminar	VMIC1S00	central	I	0	C	1	S			0
caminaria	caminar	VMIC3S00	central	I	0	C	3	S			0
caminarien	caminar	VMIC3P00	central	I	0	C	3	P			0
caminaries	caminar	VMIC2S00	central	I	0	C	2	S			0
caminarà	caminar	VMIF3S00	central	I	0	F	3	S			0
caminaràs	caminar	VMIF2S00	central	I	0	F	2	S			0
caminaré	caminar	VMIF1S00	central	I	0	F	1	S			0
caminaríem	caminar	VMIC1P00	central	I	0	C	1	P			0
caminaríeu	caminar	VMIC2P00	central	I	0	C	2	P			0
caminassin	caminar	VMSI3P04	central	S	0	I	3	P			0
caminassis	caminar	VMSI2S04	central	S	0	I	2	S			0
caminat	caminar	VMP00SM0	central	P	M	0	0	S			0
caminava	caminar	VMII1S00	central	I	0	I	1	S			0
caminava	caminar	VMII3S00	central	I	0	I	3	S			0
caminaven	caminar	VMII3P00	central	I	0	I	3	P			0
caminaves	caminar	VMII2S00	central	I	0	I	2	S			0
caminem	caminar	VMIP1P00	central	I	0	P	1	P			0
caminem	caminar	VMM01P00	central	M	0	0	1	P			pos
caminem	caminar	VMSP1P00	central	S	0	P	1	P			0
caminen	caminar	VMIP3P00	central	I	0	P	3	P			0
camines	caminar	VMIP2S00	central	I	0	P	2	S			0
caminessen	caminar	VMSI3P05	central	S	0	I	3	P			0
caminesses	caminar	VMSI2S05	central	S	0	I	2	S			0
caminessin	caminar	VMSI3P02	central	S	0	I	3	P			0
caminessis	caminar	VMSI2S02	central	S	0	I	2	S			0
camineu	caminar	VMIP2P00	central	I	0	P	2	P			0
camineu	caminar	VMM02P0X	central	M	0	0	2	P			pos
camineu	caminar	VMSP2P00	central	S	0	P	2	P			0
camini	caminar	VMM03S0Y	central	M	0	0	3	S			pos
camini	caminar	VMSP1S0Y	central	S	0	P	1	S			0
camini	caminar	VMSP3S0Y	central	S	0	P	3	S			0
caminin	caminar	VMM03P0Y	central	M	0	0	3	P			pos
caminin	caminar	VMSP3P0Y	central	S	0	P	3	P			0
caminis	caminar	VMSP2S0Y	central	S	0	P	2	S			0
camino	caminar	VMIP1S0C	central	I	0	P	1	S			0
caminàrem	caminar	VMSI1P03	central	S	0	I	1	P			0
caminàreu	caminar	VMSI2P03	central	S	0	I	2	P			0
caminàs	caminar	VMSI1S07	central	S	0	I	1	S			0
caminàs	caminar	VMSI3S07	central	S	0	I	3	S			0
caminàssim	caminar	VMSI1P04	central	S	0	I	1	P			0
caminàssiu	caminar	VMSI2P04	central	S	0	I	2	P			0
caminàvem	caminar	VMII1P00	central	I	0	I	1	P			0
caminàveu	caminar	VMII2P00	central	I	0	I	2	P			0
caminés	caminar	VMSI1S01	central	S	0	I	1	S			0
caminés	caminar	VMSI3S01	central	S	0	I	3	S			0
caminéssem	caminar	VMSI1P05	central	S	0	I	1	P			0
caminésseu	caminar	VMSI2P05	central	S	0	I	2	P			0
caminéssim	caminar	VMSI1P02	central	S	0	I	1	P			0
caminéssiu	caminar	VMSI2P02	central	S	0	I	2	P			0
cap	cabre	VMIP1S0Z	central	I	0	P	1	S			0
cap	cabre	VMIP3S00	central	I	0	P	3	S			0
cap	cabre	VMM02S00	central	M	0	0	2	S			pos
capiguem	cabre	VMM01P00	central	M	0	0	1	P			pos
capiguem	cabre	VMSP1P00	central	S	0	P	1	P			0
capigueu	cabre	VMSP2P00	central	S	0	P	2	P			0
caps	cabre	VMIP2S00	central	I	0	P	2	S			0
cau	caure	VMIP3S00	central	I	0	P	3	S			0
cau	caure	VMM02S00	central	M	0	0	2	S			pos
cauen	caure	VMIP3P00	central	I	0	P	3	P			0
cauran	caure	VMIF3P00	central	I	0	F	3	P			0
caure	caure	VMN00000	central	N	0	0	0	0			0
caurem	caure	VMIF1P00	central	I	0	F	1	P			0
caureu	caure	VMIF2P00	central	I	0	F	2	P			0
cauria	caure	VMIC1S00	central	I	0	C	1	S			0
cauria	caure	VMIC3S00	central	I	0	C	3	S			0
caurien	caure	VMIC3P00	central	I	0	C	3	P			0
cauries	caure	VMIC2S00	central	I	0	C	2	S			0
caurà	caure	VMIF3S00	central	I	0	F	3	S			0
cauràs	caure	VMIF2S00	central	I	0	F	2	S			0
cauré	caure	VMIF1S00	central	I	0	F	1	S			0
cauríem	caure	VMIC1P00	central	I	0	C	1	P			0
cauríeu	caure	VMIC2P00	central	I	0	C	2	P			0
caus	caure	VMIP2S00	central	I	0	P	2	S			0
complac	complaure	VMIP1S00	central	I	0	P	1	S			0
complaem	complaure	VMIP1P00	central	I	0	P	1	P			0
complaent	complaure	VMG00000	central	G	0	0	0	0			0
complaeu	complaure	VMIP2P00	central	I	0	P	2	P			0
complaeu	complaure	VMM02P00	central	M	0	0	2	P			pos
complaguem	complaure	VMM01P00	central	M	0	0	1	P			pos
complaguem	complaure	VMSP1P00	central	S	0	P	1	P			0
complaguera	complaure	VMSI1S03	central	S	0	I	1	S			0
complaguera	complaure	VMSI3S03	central	S	0	I	3	S			0
complagueren	complaure	VMSI3P03	central	S	0	I	3	P			0
complagueres	complaure	VMSI2S03	central	S	0	I	2	S			0
complaguessen	complaure	VMSI3P05	central	S	0	I	3	P			0
complaguesses	complaure	VMSI2S05	central	S	0	I	2	S			0
complaguessin	complaure	VMSI3P02	central	S	0	I	3	P			0
complaguessis	complaure	VMSI2S02	central	S	0	I	2	S			0
complagueu	complaure	VMSP2P00	central	S	0	P	2	P			0
complagui	complaure	VMM03S0Y	central	M	0	0	3	S			pos
complagui	complaure	VMSP1S0Y	central	S	0	P	1	S			0
complagui	complaure	VMSP3S0Y	central	S	0	P	3	S			0
complaguin	complaure	VMM03P0Y	central	M	0	0	3	P			pos
complaguin	complaure	VMSP3P0Y	central	S	0	P	3	P			0
complaguis	complaure	VMSP2S0Y	central	S	0	P	2	S			0
complagut	complaure	VMP00SM0	central	P	M	0	0	S			0
complaguérem	complaure	VMSI1P03	central	S	0	I	1	P			0
complaguéreu	complaure	VMSI2P03	central	S	0	I	2	P			0
complagués	complaure	VMSI1S01	central	S	0	I	1	S			0
complagués	complaure	VMSI3S01	central	S	0	I	3	S			0
complaguéssem	complaure	VMSI1P05	central	S	0	I	1	P			0
complaguésseu	complaure	VMSI2P05	central	S	0	I	2	P			0
complaguéssim	complaure	VMSI1P02	central	S	0	I	1	P			0
complaguéssiu	complaure	VMSI2P02	central	S	0	I	2	P			0
complau	complaure	VMIP3S00	central	I	0	P	3	S			0
complau	complaure	VMM02S00	central	M	0	0	2	S			pos
complauen	complaure	VMIP3P00	central	I	0	P	3	P			0
complauran	complaure	VMIF3P00	central	I	0	F	3	P			0
complaure	complaure	VMN00000	central	N	0	0	0	0			0
complaurem	complaure	VMIF1P00	central	I	0	F	1	P			0
complaureu	complaure	VMIF2P00	central	I	0	F	2	P			0
complauria	complaure	VMIC1S00	central	I	0	C	1	S			0
complauria	complaure	VMIC3S00	central	I	0	C	3	S			0
complaurien	complaure	VMIC3P00	central	I	0	C	3	P			0
complauries	complaure	VMIC2S00	central	I	0	C	2	S			0
complaurà	complaure	VMIF3S00	central	I	0	F	3	S			0
complauràs	complaure	VMIF2S00	central	I	0	F	2	S			0
complauré	complaure	VMIF1S00	central	I	0	F	1	S			0
complauríem	complaure	VMIC1P00	central	I	0	C	1	P			0
complauríeu	complaure	VMIC2P00	central	I	0	C	2	P			0
complaus	complaure	VMIP2S00	central	I	0	P	2	S			0
complaíem	complaure	VMII1P00	central	I	0	I	1	P			0
complaíeu	complaure	VMII2P00	central	I	0	I	2	P			0
complaïa	complaure	VMII1S00	central	I	0	I	1	S			0
complaïa	complaure	VMII3S00	central	I	0	I	3	S			0
complaïen	complaure	VMII3P00	central	I	0	I	3	P			0
complaïes	complaure	VMII2S00	central	I	0	I	2	S			0
crec	creure	VMIP1S00	central	I	0	P	1	S			0
creguem	creure	VMM01P00	central	M	0	0	1	P			pos
creguem	creure	VMSP1P00	central	S	0	P	1	P			0
creguera	creure	VMSI1S03	central	S	0	I	1	S			0
creguera	creure	VMSI3S03	central	S	0	I	3	S			0
cregueren	creure	VMSI3P03	central	S	0	I	3	P			0
cregueres	creure	VMSI2S03	central	S	0	I	2	S			0
creguessen	creure	VMSI3P05	central	S	0	I	3	P			0
creguesses	creure	VMSI2S05	central	S	0	I	2	S			0
creguessin	creure	VMSI3P02	central	S	0	I	3	P			0
creguessis	creure	VMSI2S02	central	S	0	I	2	S			0
cregueu	creure	VMSP2P00	central	S	0	P	2	P			0
cregui	creure	VMM03S0Y	central	M	0	0	3	S			pos
cregui	creure	VMSP1S0Y	central	S	0	P	1	S			0
cregui	creure	VMSP3S0Y	central	S	0	P	3	S			0
creguin	creure	VMM03P0Y	central	M	0	0	3	P			pos
creguin	creure	VMSP3P0Y	central	S	0	P	3	P			0
creguis	creure	VMSP2S0Y	central	S	0	P	2	S			0
cregut	creure	VMP00SM0	central	P	M	0	0	S			0
creguérem	creure	VMSI1P03	central	S	0	I	1	P			0
creguéreu	creure	VMSI2P03	central	S	0	I	2	P			0
cregués	creure	VMSI1S01	central	S	0	I	1	S			0
cregués	creure	VMSI3S01	central	S	0	I	3	S			0
creguéssem	creure	VMSI1P05	central	S	0	I	1	P			0
creguésseu	creure	VMSI2P05	central	S	0	I	2	P			0
creguéssim	creure	VMSI1P02	central	S	0	I	1	P			0
creguéssiu	creure	VMSI2P02	central	S	0	I	2	P			0
creia	creure	VMII1S00	central	I	0	I	1	S			0
creia	creure	VMII3S00	central	I	0	I	3	S			0
creiem	creure	VMIP1P00	central	I	0	P	1	P			0
creien	creure	VMII3P00	central	I	0	I	3	P			0
creient	creure	VMG00000	central	G	0	0	0	0			0
creies	creure	VMII2S00	central	I	0	I	2	S			0
creieu	creure	VMIP2P00	central	I	0	P	2	P			0
creieu	creure	VMM02P00	central	M	0	0	2	P			pos
creu	creure	VMIP3S00	central	I	0	P	3	S			0
creu	creure	VMM02S00	central	M	0	0	2	S			pos
creuen	creure	VMIP3P00	central	I	0	P	3	P			0
creuran	creure	VMIF3P00	central	I	0	F	3	P			0
creure	creure	VMN00000	central	N	0	0	0	0			0
creurem	creure	VMIF1P00	central	I	0	F	1	P			0
creureu	creure	VMIF2P00	central	I	0	F	2	P			0
creuria	creure	VMIC1S00	central	I	0	C	1	S			0
creuria	creure	VMIC3S00	central	I	0	C	3	S			0
creurien	creure	VMIC3P00	central	I	0	C	3	P			0
creuries	creure	VMIC2S00	central	I	0	C	2	S			0
creurà	creure	VMIF3S00	central	I	0	F	3	S			0
creuràs	creure	VMIF2S00	central	I	0	F	2	S			0
creuré	creure	VMIF1S00	central	I	0	F	1	S			0
creuríem	creure	VMIC1P00	central	I	0	C	1	P			0
creuríeu	creure	VMIC2P00	central	I	0	C	2	P			0
creus	creure	VMIP2S00	central	I	0	P	2	S			0
crèiem	creure	VMII1P00	central	I	0	I	1	P			0
crèieu	creure	VMII2P00	central	I	0	I	2	P			0
créiem	creure	VMII1P00	central	I	0	I	1	P			0
créieu	creure	VMII2P00	central	I	0	I	2	P			0
càpiga	cabre	VMM03S00	central	M	0	0	3	S			pos
càpiga	cabre	VMSP1S00	central	S	0	P	1	S			0
càpiga	cabre	VMSP3S00	central	S	0	P	3	S			0
càpiguen	cabre	VMM03P00	central	M	0	0	3	P			pos
càpiguen	cabre	VMSP3P00	central	S	0	P	3	P			0
càpigues	cabre	VMSP2S00	central	S	0	P	2	S			0
dec	deure	VMIP1S00	central	I	0	P	1	S			0
deguem	deure	VMM01P00	central	M	0	0	1	P			pos
deguem	deure	VMSP1P00	central	S	0	P	1	P			0
deguera	deure	VMSI1S03	central	S	0	I	1	S			0
deguera	deure	VMSI3S03	central	S	0	I	3	S			0
degueren	deure	VMSI3P03	central	S	0	I	3	P			0
degueres	deure	VMSI2S03	central	S	0	I	2	S			0
deguessen	deure	VMSI3P05	central	S	0	I	3	P			0
deguesses	deure	VMSI2S05	central	S	0	I	2	S			0
deguessin	deure	VMSI3P02	central	S	0	I	3	P			0
deguessis	deure	VMSI2S02	central	S	0	I	2	S			0
degueu	deure	VMSP2P00	central	S	0	P	2	P			0
degui	deure	VMM03S0Y	central	M	0	0	3	S			pos
degui	deure	VMSP1S0Y	central	S	0	P	1	S			0
degui	deure	VMSP3S0Y	central	S	0	P	3	S			0
deguin	deure	VMM03P0Y	central	M	0	0	3	P			pos
deguin	deure	VMSP3P0Y	central	S	0	P	3	P			0
deguis	deure	VMSP2S0Y	central	S	0	P	2	S			0
degut	deure	VMP00SM0	central	P	M	0	0	S			0
deguérem	deure	VMSI1P03	central	S	0	I	1	P			0
deguéreu	deure	VMSI2P03	central	S	0	I	2	P			0
degués	deure	VMSI1S01	central	S	0	I	1	S			0
degués	deure	VMSI3S01	central	S	0	I	3	S			0
deguéssem	deure	VMSI1P05	central	S	0	I	1	P			0
deguésseu	deure	VMSI2P05	central	S	0	I	2	P			0
deguéssim	deure	VMSI1P02	central	S	0	I	1	P			0
deguéssiu	deure	VMSI2P02	central	S	0	I	2	P			0
deia	dir	VMII1S00	central	I	0	I	1	S			0
deia	dir	VMII3S00	central	I	0	I	3	S			0
deien	dir	VMII3P00	central	I	0	I	3	P			0
deies	dir	VMII2S00	central	I	0	I	2	S			0
delinqueix	delinquir	VMIP3S00	central	I	0	P	3	S			0
delinqueix	delinquir	VMM02S00	central	M	0	0	2	S			pos
delinqueixen	delinquir	VMIP3P00	central	I	0	P	3	P			0
delinqueixes	delinquir	VMIP2S00	central	I	0	P	2	S			0
delinqueixi	delinquir	VMM03S0Y	central	M	0	0	3	S			pos
delinqueixi	delinquir	VMSP1S0Y	central	S	0	P	1	S			0
delinqueixi	delinquir	VMSP3S0Y	central	S	0	P	3	S			0
delinqueixin	delinquir	VMM03P0Y	central	M	0	0	3	P			pos
delinqueixin	delinquir	VMSP3P0Y	central	S	0	P	3	P			0
delinqueixis	delinquir	VMSP2S0Y	central	S	0	P	2	S			0
delinqueixo	delinquir	VMIP1S0C	central	I	0	P	1	S			0
delinquesc	delinquir	VMIP1S0Z	central	I	0	P	1	S			0
delinquia	delinquir	VMII1S00	central	I	0	I	1	S			0
delinquia	delinquir	VMII3S00	central	I	0	I	3	S			0
delinquien	delinquir	VMII3P00	central	I	0	I	3	P			0
delinquies	delinquir	VMII2S00	central	I	0	I	2	S			0
delinquim	delinquir	VMIP1P00	central	I	0	P	1	P			0
delinquim	delinquir	VMM01P00	central	M	0	0	1	P			pos
delinquim	delinquir	VMSP1P00	central	S	0	P	1	P			0
delinquint	delinquir	VMG00000	central	G	0	0	0	0			0
delinquir	delinquir	VMN00000	central	N	0	0	0	0			0
delinquira	delinquir	VMSI1S03	central	S	0	I	1	S			0
delinquira	delinquir	VMSI3S03	central	S	0	I	3	S			0
delinquiran	delinquir	VMIF3P00	central	I	0	F	3	P			0
delinquirem	delinquir	VMIF1P00	central	I	0	F	1	P			0
delinquiren	delinquir	VMSI3P03	central	S	0	I	3	P			0
delinquires	delinquir	VMSI2S03	central	S	0	I	2	S			0
delinquireu	delinquir	VMIF2P00	central	I	0	F	2	P			0
delinquiria	delinquir	VMIC1S00	central	I	0	C	1	S			0
delinquiria	delinquir	VMIC3S00	central	I	0	C	3	S			0
delinquirien	delinquir	VMIC3P00	central	I	0	C	3	P			0
delinquiries	delinquir	VMIC2S00	central	I	0	C	2	S			0
delinquirà	delinquir	VMIF3S00	central	I	0	F	3	S			0
delinquiràs	delinquir	VMIF2S00	central	I	0	F	2	S			0
delinquiré	delinquir	VMIF1S00	central	I	0	F	1	S			0
delinquiríem	delinquir	VMIC1P00	central	I	0	C	1	P			0
delinquiríeu	delinquir	VMIC2P00	central	I	0	C	2	P			0
delinquissen	delinquir	VMSI3P05	central	S	0	I	3	P			0
delinquisses	delinquir	VMSI2S05	central	S	0	I	2	S			0
delinquissin	delinquir	VMSI3P02	central	S	0	I	3	P			0
delinquissis	delinquir	VMSI2S02	central	S	0	I	2	S			0
delinquit	delinquir	VMP00SM0	central	P	M	0	0	S			0
delinquiu	delinquir	VMIP2P00	central	I	0	P	2	P			0
delinquiu	delinquir	VMM02P00	central	M	0	0	2	P			pos
delinquiu	delinquir	VMSP2P00	central	S	0	P	2	P			0
delinquíem	delinquir	VMII1P00	central	I	0	I	1	P			0
delinquíeu	delinquir	VMII2P00	central	I	0	I	2	P			0
delinquírem	delinquir	VMSI1P03	central	S	0	I	1	P			0
delinquíreu	delinquir	VMSI2P03	central	S	0	I	2	P			0
delinquís	delinquir	VMSI1S01	central	S	0	I	1	S			0
delinquís	delinquir	VMSI3S01	central	S	0	I	3	S			0
delinquíssem	delinquir	VMSI1P05	central	S	0	I	1	P			0
delinquísseu	delinquir	VMSI2P05	central	S	0	I	2	P			0
delinquíssim	delinquir	VMSI1P02	central	S	0	I	1	P			0
delinquíssiu	delinquir	VMSI2P02	central	S	0	I	2	P			0
deu	deure	VMIP3S00	central	I	0	P	3	S			0
deu	deure	VMM02S00	central	M	0	0	2	S			pos
deuen	deure	VMIP3P00	central	I	0	P	3	P			0
deuran	deure	VMIF3P00	central	I	0	F	3	P			0
deure	deure	VMN00000	central	N	0	0	0	0			0
deurem	deure	VMIF1P00	central	I	0	F	1	P			0
deureu	deure	VMIF2P00	central	I	0	F	2	P			0
deuria	deure	VMIC1S00	central	I	0	C	1	S			0
deuria	deure	VMIC3S00	central	I	0	C	3	S			0
deurien	deure	VMIC3P00	central	I	0	C	3	P			0
deuries	deure	VMIC2S00	central	I	0	C	2	S			0
deurà	deure	VMIF3S00	central	I	0	F	3	S			0
deuràs	deure	VMIF2S00	central	I	0	F	2	S			0
deuré	deure	VMIF1S00	central	I	0	F	1	S			0
deuríem	deure	VMIC1P00	central	I	0	C	1	P			0
deuríeu	deure	VMIC2P00	central	I	0	C	2	P			0
deus	deure	VMIP2S00	central	I	0	P	2	S			0
devem	deure	VMIP1P00	central	I	0	P	1	P			0
devent	deure	VMG00000	central	G	0	0	0	0			0
deveu	deure	VMIP2P00	central	I	0	P	2	P			0
